param,estimate,rses,rsesColor,rsesColorCounts,AIC,CorrelationsYellow,CorrelationsOrange,CorrelationsRed,Run,Description
omega_log10beta,1.536535519,34.94290599,NA,NA,517.87,NA,NA,NA,218DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,tstart, D, corr: log10pT0-c"
omega_log10pT0,1.058325939,76.76095601,Yellow,NA,517.87,NA,NA,NA,218DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,tstart, D, corr: log10pT0-c"
omega_tstart,0.517847202,54.98953304,Yellow,NA,517.87,NA,NA,NA,218DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,tstart, D, corr: log10pT0-c"
tstart_pop,0.258828459,-17.12492655,NA,NA,517.87,NA,NA,NA,218DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,tstart, D, corr: log10pT0-c"
a,0.656567751,6.787771225,NA,Red= 1,502.5,NA - NA,NA - NA,c - log10beta,221DC1,"c=6+re, Dynamics= cat cov  delta,log10beta,tstart, D, corr: c-log10beta"
beta_delta_Dynamics_Rebound,6.045638471,22.49558306,NA,Orange= 1,502.5,NA,NA,NA,221DC1,"c=6+re, Dynamics= cat cov  delta,log10beta,tstart, D, corr: c-log10beta"
beta_log10beta_Dynamics_Rebound,1.550464461,-28.08187892,NA,Yellow= 2,502.5,NA,NA,NA,221DC1,"c=6+re, Dynamics= cat cov  delta,log10beta,tstart, D, corr: c-log10beta"
beta_tstart_Dynamics_Rebound,5.579257998,3658.739073,Red,NA,502.5,NA,NA,NA,221DC1,"c=6+re, Dynamics= cat cov  delta,log10beta,tstart, D, corr: c-log10beta"
corr_log10beta_c,0.928139949,NA,NA,NA,502.5,NA,NA,NA,221DC1,"c=6+re, Dynamics= cat cov  delta,log10beta,tstart, D, corr: c-log10beta"
delta_pop,0.042000598,98.36737611,Yellow,NA,502.5,NA,NA,NA,221DC1,"c=6+re, Dynamics= cat cov  delta,log10beta,tstart, D, corr: c-log10beta"
log10beta_pop,-4.233406162,12.60778852,NA,NA,502.5,NA,NA,NA,221DC1,"c=6+re, Dynamics= cat cov  delta,log10beta,tstart, D, corr: c-log10beta"
log10pT0_pop,6.013116785,7.698939286,NA,NA,502.5,NA,NA,NA,221DC1,"c=6+re, Dynamics= cat cov  delta,log10beta,tstart, D, corr: c-log10beta"
omega_c,2.649637759,134.4954431,Orange,NA,502.5,NA,NA,NA,221DC1,"c=6+re, Dynamics= cat cov  delta,log10beta,tstart, D, corr: c-log10beta"
omega_delta,0.587268759,6.363825008,NA,NA,502.5,NA,NA,NA,221DC1,"c=6+re, Dynamics= cat cov  delta,log10beta,tstart, D, corr: c-log10beta"
omega_log10beta,1.210420584,28.10709206,NA,NA,502.5,NA,NA,NA,221DC1,"c=6+re, Dynamics= cat cov  delta,log10beta,tstart, D, corr: c-log10beta"
omega_log10pT0,0.451242643,35.47929661,NA,NA,502.5,NA,NA,NA,221DC1,"c=6+re, Dynamics= cat cov  delta,log10beta,tstart, D, corr: c-log10beta"
omega_tstart,0.606403646,51.690562,Yellow,NA,502.5,NA,NA,NA,221DC1,"c=6+re, Dynamics= cat cov  delta,log10beta,tstart, D, corr: c-log10beta"
tstart_pop,0.038297213,3.056780747,NA,NA,502.5,NA,NA,NA,221DC1,"c=6+re, Dynamics= cat cov  delta,log10beta,tstart, D, corr: c-log10beta"
a,0.590724886,4.855419529,NA,Red= 1,464.2,NA - NA,NA - NA,c - log10beta,224DC1,"c=6+re, Dynamics= cat cov  log10pT0,log10beta,tstart, D, corr: c-log10beta"
beta_log10beta_Dynamics_Rebound,1.329091946,-12.56308413,NA,Orange= 0,464.2,NA,NA,NA,224DC1,"c=6+re, Dynamics= cat cov  log10pT0,log10beta,tstart, D, corr: c-log10beta"
beta_log10pT0_Dynamics_Rebound,-2.029937486,-19.54221062,NA,Yellow= 2,464.2,NA,NA,NA,224DC1,"c=6+re, Dynamics= cat cov  log10pT0,log10beta,tstart, D, corr: c-log10beta"
beta_tstart_Dynamics_Rebound,1.117899821,53.2921877,Yellow,NA,464.2,NA,NA,NA,224DC1,"c=6+re, Dynamics= cat cov  log10pT0,log10beta,tstart, D, corr: c-log10beta"
corr_log10beta_c,0.861558154,11.21502253,NA,NA,464.2,NA,NA,NA,224DC1,"c=6+re, Dynamics= cat cov  log10pT0,log10beta,tstart, D, corr: c-log10beta"
delta_pop,0.135886748,37.67378085,NA,NA,464.2,NA,NA,NA,224DC1,"c=6+re, Dynamics= cat cov  log10pT0,log10beta,tstart, D, corr: c-log10beta"
log10beta_pop,-5.134251977,3.86042696,NA,NA,464.2,NA,NA,NA,224DC1,"c=6+re, Dynamics= cat cov  log10pT0,log10beta,tstart, D, corr: c-log10beta"
log10pT0_pop,6.616313401,2.874174286,NA,NA,464.2,NA,NA,NA,224DC1,"c=6+re, Dynamics= cat cov  log10pT0,log10beta,tstart, D, corr: c-log10beta"
omega_c,1.922012992,568.5141487,Red,NA,464.2,NA,NA,NA,224DC1,"c=6+re, Dynamics= cat cov  log10pT0,log10beta,tstart, D, corr: c-log10beta"
omega_delta,0.944368792,32.04908491,NA,NA,464.2,NA,NA,NA,224DC1,"c=6+re, Dynamics= cat cov  log10pT0,log10beta,tstart, D, corr: c-log10beta"
omega_log10beta,0.444733459,38.06315502,NA,NA,464.2,NA,NA,NA,224DC1,"c=6+re, Dynamics= cat cov  log10pT0,log10beta,tstart, D, corr: c-log10beta"
omega_log10pT0,0.144177282,21.85084967,NA,NA,464.2,NA,NA,NA,224DC1,"c=6+re, Dynamics= cat cov  log10pT0,log10beta,tstart, D, corr: c-log10beta"
omega_tstart,0.536354039,47.74825491,NA,NA,464.2,NA,NA,NA,224DC1,"c=6+re, Dynamics= cat cov  log10pT0,log10beta,tstart, D, corr: c-log10beta"
tstart_pop,2.230045822,82.26307212,Yellow,NA,464.2,NA,NA,NA,224DC1,"c=6+re, Dynamics= cat cov  log10pT0,log10beta,tstart, D, corr: c-log10beta"
a,0.57841387,-4.519475585,NA,Red= 1,463.72,c - log10beta,NA - NA,log10pT0 - log10beta,226DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,c,log10beta, D, corr: log10pT0-log10beta"
beta_c_Dynamics_Rebound,4.568344428,10.54229341,NA,Orange= 2,463.72,NA,NA,NA,226DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,c,log10beta, D, corr: log10pT0-log10beta"
beta_delta_Dynamics_Rebound,0.092537018,1276.091734,Red,Yellow= 5,463.72,NA,NA,NA,226DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,c,log10beta, D, corr: log10pT0-log10beta"
beta_log10beta_Dynamics_Rebound,1.087746631,-12.56027913,NA,NA,463.72,NA,NA,NA,226DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,c,log10beta, D, corr: log10pT0-log10beta"
beta_log10pT0_Dynamics_Rebound,-1.336476781,-60.1013255,Yellow,NA,463.72,NA,NA,NA,226DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,c,log10beta, D, corr: log10pT0-log10beta"
corr_log10pT0_log10beta,-0.946527071,17.2467318,NA,NA,463.72,NA,NA,NA,226DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,c,log10beta, D, corr: log10pT0-log10beta"
delta_pop,0.140735896,84.11356552,Yellow,NA,463.72,NA,NA,NA,226DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,c,log10beta, D, corr: log10pT0-log10beta"
log10beta_pop,-5.083795376,9.494711024,NA,NA,463.72,NA,NA,NA,226DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,c,log10beta, D, corr: log10pT0-log10beta"
log10pT0_pop,6.829323758,7.569413924,NA,NA,463.72,NA,NA,NA,226DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,c,log10beta, D, corr: log10pT0-log10beta"
omega_c,0.351539681,144.872172,Orange,NA,463.72,NA,NA,NA,226DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,c,log10beta, D, corr: log10pT0-log10beta"
omega_delta,0.82189602,7.38800003,NA,NA,463.72,NA,NA,NA,226DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,c,log10beta, D, corr: log10pT0-log10beta"
omega_log10beta,0.813703549,72.2711454,Yellow,NA,463.72,NA,NA,NA,226DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,c,log10beta, D, corr: log10pT0-log10beta"
omega_log10pT0,0.848209667,84.35615172,Yellow,NA,463.72,NA,NA,NA,226DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,c,log10beta, D, corr: log10pT0-log10beta"
omega_tstart,0.123137418,70.27603417,Yellow,NA,463.72,NA,NA,NA,226DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,c,log10beta, D, corr: log10pT0-log10beta"
tstart_pop,4.544495661,103.9756189,Orange,NA,463.72,NA,NA,NA,226DC1,"c=6+re, Dynamics= cat cov  delta,log10pT0,c,log10beta, D, corr: log10pT0-log10beta"
a,0.593103467,4.632248391,NA,Red= 2,467.88,NA - NA,NA - NA,c - log10beta,230DC1,"c=6+re, Dynamics= cat cov  log10pT0,c,log10beta,tstart, D, corr: c-log10beta"
beta_c_Dynamics_Rebound,0.124312149,23.80831935,NA,Orange= 1,467.88,NA,NA,NA,230DC1,"c=6+re, Dynamics= cat cov  log10pT0,c,log10beta,tstart, D, corr: c-log10beta"
beta_log10beta_Dynamics_Rebound,1.246955635,-10.91936796,NA,Yellow= 3,467.88,NA,NA,NA,230DC1,"c=6+re, Dynamics= cat cov  log10pT0,c,log10beta,tstart, D, corr: c-log10beta"
beta_log10pT0_Dynamics_Rebound,-2.032096664,-24.96393645,NA,NA,467.88,NA,NA,NA,230DC1,"c=6+re, Dynamics= cat cov  log10pT0,c,log10beta,tstart, D, corr: c-log10beta"
beta_tstart_Dynamics_Rebound,1.0991577,34.58596746,NA,NA,467.88,NA,NA,NA,230DC1,"c=6+re, Dynamics= cat cov  log10pT0,c,log10beta,tstart, D, corr: c-log10beta"
corr_log10beta_c,0.901146001,23.68840681,NA,NA,467.88,NA,NA,NA,230DC1,"c=6+re, Dynamics= cat cov  log10pT0,c,log10beta,tstart, D, corr: c-log10beta"
delta_pop,0.121755841,38.24051133,NA,NA,467.88,NA,NA,NA,230DC1,"c=6+re, Dynamics= cat cov  log10pT0,c,log10beta,tstart, D, corr: c-log10beta"
log10beta_pop,-4.815701348,372.7122778,Red,NA,467.88,NA,NA,NA,230DC1,"c=6+re, Dynamics= cat cov  log10pT0,c,log10beta,tstart, D, corr: c-log10beta"
log10pT0_pop,6.379541297,4.313149793,NA,NA,467.88,NA,NA,NA,230DC1,"c=6+re, Dynamics= cat cov  log10pT0,c,log10beta,tstart, D, corr: c-log10beta"
omega_c,2.108398303,284.3536313,Red,NA,467.88,NA,NA,NA,230DC1,"c=6+re, Dynamics= cat cov  log10pT0,c,log10beta,tstart, D, corr: c-log10beta"
omega_delta,0.682573308,51.77602186,Yellow,NA,467.88,NA,NA,NA,230DC1,"c=6+re, Dynamics= cat cov  log10pT0,c,log10beta,tstart, D, corr: c-log10beta"
omega_log10beta,0.490935206,62.56052698,Yellow,NA,467.88,NA,NA,NA,230DC1,"c=6+re, Dynamics= cat cov  log10pT0,c,log10beta,tstart, D, corr: c-log10beta"
omega_log10pT0,0.252543171,41.30547941,NA,NA,467.88,NA,NA,NA,230DC1,"c=6+re, Dynamics= cat cov  log10pT0,c,log10beta,tstart, D, corr: c-log10beta"
omega_tstart,0.494797494,62.17552988,Yellow,NA,467.88,NA,NA,NA,230DC1,"c=6+re, Dynamics= cat cov  log10pT0,c,log10beta,tstart, D, corr: c-log10beta"
tstart_pop,2.435145844,153.3110874,Orange,NA,467.88,NA,NA,NA,230DC1,"c=6+re, Dynamics= cat cov  log10pT0,c,log10beta,tstart, D, corr: c-log10beta"
a,0.566026285,-5.085254472,NA,Red= 1,498.72,delta - log10pT0,log10pT0 - c,delta - c,21EC1,"c=6+re, Dynamics= cat cov  delta, E, corr: delta-c"
beta_delta_Dynamics_Rebound,5.494753456,20.14230115,NA,Orange= 0,498.72,NA,NA,NA,21EC1,"c=6+re, Dynamics= cat cov  delta, E, corr: delta-c"
corr_delta_c,-0.901182922,7.623091766,NA,Yellow= 3,498.72,NA,NA,NA,21EC1,"c=6+re, Dynamics= cat cov  delta, E, corr: delta-c"
delta_pop,0.105672972,222.4207645,Red,NA,498.72,NA,NA,NA,21EC1,"c=6+re, Dynamics= cat cov  delta, E, corr: delta-c"
log10beta_pop,-3.922103435,7.097135968,NA,NA,498.72,NA,NA,NA,21EC1,"c=6+re, Dynamics= cat cov  delta, E, corr: delta-c"
log10pT0_pop,6.612565147,8.910579462,NA,NA,498.72,NA,NA,NA,21EC1,"c=6+re, Dynamics= cat cov  delta, E, corr: delta-c"
omega_c,3.687173518,87.13181839,Yellow,NA,498.72,NA,NA,NA,21EC1,"c=6+re, Dynamics= cat cov  delta, E, corr: delta-c"
omega_delta,3.407643136,26.24210354,NA,NA,498.72,NA,NA,NA,21EC1,"c=6+re, Dynamics= cat cov  delta, E, corr: delta-c"
omega_log10beta,0.777170222,NA,NA,NA,498.72,NA,NA,NA,21EC1,"c=6+re, Dynamics= cat cov  delta, E, corr: delta-c"
omega_log10pT0,0.415495332,99.69823263,Yellow,NA,498.72,NA,NA,NA,21EC1,"c=6+re, Dynamics= cat cov  delta, E, corr: delta-c"
omega_tstart,0.768440773,50.35954767,Yellow,NA,498.72,NA,NA,NA,21EC1,"c=6+re, Dynamics= cat cov  delta, E, corr: delta-c"
tstart_pop,4.904773408,-32.47234706,NA,NA,498.72,NA,NA,NA,21EC1,"c=6+re, Dynamics= cat cov  delta, E, corr: delta-c"
a,0.600833841,5.050364134,NA,Red= 1,464.73,NA - NA,NA - NA,c - log10beta,22EC1,"c=6+re, Dynamics= cat cov  log10pT0, E, corr: c-log10beta"
beta_log10pT0_Dynamics_Rebound,-1.727250864,-18.17542058,NA,Orange= 1,464.73,NA,NA,NA,22EC1,"c=6+re, Dynamics= cat cov  log10pT0, E, corr: c-log10beta"
corr_log10beta_c,0.81966207,10.38414801,NA,Yellow= 0,464.73,NA,NA,NA,22EC1,"c=6+re, Dynamics= cat cov  log10pT0, E, corr: c-log10beta"
delta_pop,0.108999043,43.64305943,NA,NA,464.73,NA,NA,NA,22EC1,"c=6+re, Dynamics= cat cov  log10pT0, E, corr: c-log10beta"
log10beta_pop,-3.903550974,2.859685078,NA,NA,464.73,NA,NA,NA,22EC1,"c=6+re, Dynamics= cat cov  log10pT0, E, corr: c-log10beta"
log10pT0_pop,6.392973684,4.331415976,NA,NA,464.73,NA,NA,NA,22EC1,"c=6+re, Dynamics= cat cov  log10pT0, E, corr: c-log10beta"
omega_c,1.782588934,265.0909067,Red,NA,464.73,NA,NA,NA,22EC1,"c=6+re, Dynamics= cat cov  log10pT0, E, corr: c-log10beta"
omega_delta,1.178034172,9.355666695,NA,NA,464.73,NA,NA,NA,22EC1,"c=6+re, Dynamics= cat cov  log10pT0, E, corr: c-log10beta"
omega_log10beta,0.412768589,31.63778535,NA,NA,464.73,NA,NA,NA,22EC1,"c=6+re, Dynamics= cat cov  log10pT0, E, corr: c-log10beta"
omega_log10pT0,0.214835157,12.84721106,NA,NA,464.73,NA,NA,NA,22EC1,"c=6+re, Dynamics= cat cov  log10pT0, E, corr: c-log10beta"
omega_tstart,0.069679633,171.0216808,Orange,NA,464.73,NA,NA,NA,22EC1,"c=6+re, Dynamics= cat cov  log10pT0, E, corr: c-log10beta"
tstart_pop,5.765294558,-17.67528626,NA,NA,464.73,NA,NA,NA,22EC1,"c=6+re, Dynamics= cat cov  log10pT0, E, corr: c-log10beta"
a,0.636676997,8.194321497,NA,Red= 1,537.34,delta - c,NA - NA,log10pT0 - c,25EC1,"c=6+re, Dynamics= cat cov  tstart, E, corr: log10pT0-c"
beta_tstart_Dynamics_Rebound,11.12781432,814457.3794,Red,Orange= 1,537.34,delta - log10beta,NA,NA,25EC1,"c=6+re, Dynamics= cat cov  tstart, E, corr: log10pT0-c"
corr_log10pT0_c,0.85898857,14.81981762,NA,Yellow= 1,537.34,NA,NA,NA,25EC1,"c=6+re, Dynamics= cat cov  tstart, E, corr: log10pT0-c"
delta_pop,84.56805807,109.0707059,Orange,NA,537.34,NA,NA,NA,25EC1,"c=6+re, Dynamics= cat cov  tstart, E, corr: log10pT0-c"
log10beta_pop,-3.428150791,10.48741757,NA,NA,537.34,NA,NA,NA,25EC1,"c=6+re, Dynamics= cat cov  tstart, E, corr: log10pT0-c"
log10pT0_pop,8.465974673,11.76059205,NA,NA,537.34,NA,NA,NA,25EC1,"c=6+re, Dynamics= cat cov  tstart, E, corr: log10pT0-c"
omega_c,3.450965313,33.55245367,NA,NA,537.34,NA,NA,NA,25EC1,"c=6+re, Dynamics= cat cov  tstart, E, corr: log10pT0-c"
omega_delta,1.678724899,12.09157322,NA,NA,537.34,NA,NA,NA,25EC1,"c=6+re, Dynamics= cat cov  tstart, E, corr: log10pT0-c"
omega_log10beta,1.63385309,33.39007215,NA,NA,537.34,NA,NA,NA,25EC1,"c=6+re, Dynamics= cat cov  tstart, E, corr: log10pT0-c"
omega_log10pT0,2.050298928,23.39020185,NA,NA,537.34,NA,NA,NA,25EC1,"c=6+re, Dynamics= cat cov  tstart, E, corr: log10pT0-c"
omega_tstart,0.550622641,58.63016649,Yellow,NA,537.34,NA,NA,NA,25EC1,"c=6+re, Dynamics= cat cov  tstart, E, corr: log10pT0-c"
tstart_pop,0.000171563,-0.006918498,NA,NA,537.34,NA,NA,NA,25EC1,"c=6+re, Dynamics= cat cov  tstart, E, corr: log10pT0-c"
a,0.5781635,4.446869867,NA,Red= 1,500.74,NA - NA,NA - NA,c - log10beta,28EC1,"c=6+re, Dynamics= cat cov  delta,log10beta, E, corr: c-log10beta"
beta_delta_Dynamics_Rebound,6.75650659,13.18677361,NA,Orange= 0,500.74,NA,NA,NA,28EC1,"c=6+re, Dynamics= cat cov  delta,log10beta, E, corr: c-log10beta"
beta_log10beta_Dynamics_Rebound,1.055745915,-10.74523366,NA,Yellow= 2,500.74,NA,NA,NA,28EC1,"c=6+re, Dynamics= cat cov  delta,log10beta, E, corr: c-log10beta"
corr_log10beta_c,0.943915223,4.779430261,NA,NA,500.74,NA,NA,NA,28EC1,"c=6+re, Dynamics= cat cov  delta,log10beta, E, corr: c-log10beta"
delta_pop,0.050003351,78.283065,Yellow,NA,500.74,NA,NA,NA,28EC1,"c=6+re, Dynamics= cat cov  delta,log10beta, E, corr: c-log10beta"
log10beta_pop,-3.914843005,6.591182712,NA,NA,500.74,NA,NA,NA,28EC1,"c=6+re, Dynamics= cat cov  delta,log10beta, E, corr: c-log10beta"
log10pT0_pop,6.007645449,2.108851995,NA,NA,500.74,NA,NA,NA,28EC1,"c=6+re, Dynamics= cat cov  delta,log10beta, E, corr: c-log10beta"
omega_c,2.898746055,446.1398626,Red,NA,500.74,NA,NA,NA,28EC1,"c=6+re, Dynamics= cat cov  delta,log10beta, E, corr: c-log10beta"
omega_delta,1.09471551,7.961213204,NA,NA,500.74,NA,NA,NA,28EC1,"c=6+re, Dynamics= cat cov  delta,log10beta, E, corr: c-log10beta"
omega_log10beta,1.082945161,43.10958735,NA,NA,500.74,NA,NA,NA,28EC1,"c=6+re, Dynamics= cat cov  delta,log10beta, E, corr: c-log10beta"
omega_log10pT0,0.203287943,14.00853249,NA,NA,500.74,NA,NA,NA,28EC1,"c=6+re, Dynamics= cat cov  delta,log10beta, E, corr: c-log10beta"
omega_tstart,0.638433351,29.12626509,NA,NA,500.74,NA,NA,NA,28EC1,"c=6+re, Dynamics= cat cov  delta,log10beta, E, corr: c-log10beta"
tstart_pop,4.391015409,89.64963126,Yellow,NA,500.74,NA,NA,NA,28EC1,"c=6+re, Dynamics= cat cov  delta,log10beta, E, corr: c-log10beta"
a,0.599449608,5.861670756,NA,Red= 1,502.95,delta - c,log10pT0 - c,delta - log10pT0,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
beta_log10pT0_Dynamics_Rebound,-2.868510711,-19.36963843,NA,Orange= 1,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
beta_tstart_Dynamics_Rebound,3.361885107,126.9630204,Orange,Yellow= 2,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
corr_log10pT0_delta,0.889525522,9.286124484,NA,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
delta_pop,0.522139437,346.4052021,Red,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
log10beta_pop,-3.805802618,10.09882157,NA,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
log10pT0_pop,7.617400346,25.10497616,NA,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
omega_c,2.196801719,37.63242079,NA,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
omega_delta,1.69971462,26.96700625,NA,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
omega_log10beta,1.21689465,34.64710119,NA,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
omega_log10pT0,1.162267981,66.51224045,Yellow,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
omega_tstart,0.656708235,57.7245001,Yellow,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
tstart_pop,0.333663355,NA,NA,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
a,0.599449608,5.861670756,NA,Red= 1,502.95,delta - c,log10pT0 - c,delta - log10pT0,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
beta_log10pT0_Dynamics_Rebound,-2.868510711,-19.36963843,NA,Orange= 1,502.95,NA,NA,NA,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
beta_tstart_Dynamics_Rebound,3.361885107,126.9630204,Orange,Yellow= 2,502.95,NA,NA,NA,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
corr_log10pT0_delta,0.889525522,9.286124484,NA,NA,502.95,NA,NA,NA,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
delta_pop,0.522139437,346.4052021,Red,NA,502.95,NA,NA,NA,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
log10beta_pop,-3.805802618,10.09882157,NA,NA,502.95,NA,NA,NA,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
log10pT0_pop,7.617400346,25.10497616,NA,NA,502.95,NA,NA,NA,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
omega_c,2.196801719,37.63242079,NA,NA,502.95,NA,NA,NA,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
omega_delta,1.69971462,26.96700625,NA,NA,502.95,NA,NA,NA,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
omega_log10beta,1.21689465,34.64710119,NA,NA,502.95,NA,NA,NA,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
omega_log10pT0,1.162267981,66.51224045,Yellow,NA,502.95,NA,NA,NA,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
omega_tstart,0.656708235,57.7245001,Yellow,NA,502.95,NA,NA,NA,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
tstart_pop,0.333663355,NA,NA,NA,502.95,NA,NA,NA,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
a,0.599449608,5.861670756,NA,Red= 1,502.95,delta - c,log10pT0 - c,delta - log10pT0,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
beta_log10pT0_Dynamics_Rebound,-2.868510711,-19.36963843,NA,Orange= 1,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
beta_tstart_Dynamics_Rebound,3.361885107,126.9630204,Orange,Yellow= 2,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
corr_log10pT0_delta,0.889525522,9.286124484,NA,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
delta_pop,0.522139437,346.4052021,Red,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
log10beta_pop,-3.805802618,10.09882157,NA,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
log10pT0_pop,7.617400346,25.10497616,NA,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
omega_c,2.196801719,37.63242079,NA,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
omega_delta,1.69971462,26.96700625,NA,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
omega_log10beta,1.21689465,34.64710119,NA,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
omega_log10pT0,1.162267981,66.51224045,Yellow,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
omega_tstart,0.656708235,57.7245001,Yellow,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
tstart_pop,0.333663355,NA,NA,NA,502.95,NA,NA,NA,212EC1,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
a,0.599449608,5.861670756,NA,Red= 1,502.95,delta - c,log10pT0 - c,delta - log10pT0,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
beta_log10pT0_Dynamics_Rebound,-2.868510711,-19.36963843,NA,Orange= 1,502.95,NA,NA,NA,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
beta_tstart_Dynamics_Rebound,3.361885107,126.9630204,Orange,Yellow= 2,502.95,NA,NA,NA,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
corr_log10pT0_delta,0.889525522,9.286124484,NA,NA,502.95,NA,NA,NA,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
delta_pop,0.522139437,346.4052021,Red,NA,502.95,NA,NA,NA,212EC2,"c=6+re, Dynamics= cat cov  log10pT0,tstart, E, corr: delta-log10pT0"
